file_preffix,edit_costs,relaxed_compression,ged_method,b_ni,b_na,b_ei,b_ea,graph_sample_size,cost_arborescence,k_complexity_a,k_complexity_b,gedlib_runtime_initial,spanning_arb_runtime,num_nodes,num_leafs,avg_degree,min_degree,max_degree,root_degree,avg_depth,max_depth,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,128,2271,8647,5602,4.318098,0.003565,184,67,1.564103,1,3,1,22.483696,37,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,147,2383,8647,5602,5.018427,0.013861,184,58,1.452381,1,4,1,23.076087,48,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,147,2409,8647,5602,5.087594,0.003337,184,53,1.396947,1,5,1,18.483696,31,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,147,2396,8647,5602,4.432506,0.003068,184,63,1.512397,1,5,1,18.918478,37,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,147,2383,8647,5602,3.887721,0.004184,184,55,1.418605,1,5,1,20.423913,38,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,147,2380,8647,5602,3.884069,0.005422,184,56,1.429688,1,4,1,21.211957,36,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,147,2220,8647,5602,4.292256,0.003625,184,62,1.5,1,6,1,20.559783,42,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,147,2223,8647,5602,5.006749,0.003747,184,58,1.452381,1,4,1,21.793478,34,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,147,2219,8647,5602,5.029613,0.004026,184,60,1.475806,1,6,1,18.005435,32,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,18,3469,8647,5602,0.559243,0.003717,184,69,1.591304,1,6,1,20.538043,31,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,18,3521,8647,5602,0.157776,0.004073,184,68,1.577586,1,4,1,18.032609,32,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,18,3426,8647,5602,0.156624,0.004302,184,69,1.591304,1,5,1,11.222826,22,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,18,3443,8647,5602,0.148954,0.004201,184,64,1.525,1,5,1,12.826087,25,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,18,3424,8647,5602,0.118944,0.00428,184,67,1.564103,1,5,1,22.619565,41,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,18,3157,8647,5602,0.118066,0.004709,184,68,1.577586,1,5,1,20.451087,33,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,18,3237,8647,5602,0.147166,0.009156,184,69,1.591304,1,5,1,22.027174,41,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,18,3350,8647,5602,0.122317,0.003658,184,74,1.663636,1,5,1,22.451087,40,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,18,3229,8647,5602,0.118231,0.004194,184,70,1.605263,1,5,1,14.11413,26,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,18,3257,8647,5602,0.11942,0.004028,184,58,1.452381,1,3,1,27.407609,55,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,36,3051,8647,5602,0.2927,0.004241,184,67,1.564103,1,7,1,22.619565,41,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,36,3019,8647,5602,0.300004,0.00431,184,62,1.5,1,5,1,22.630435,38,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,36,3013,8647,5602,0.291452,0.004702,184,64,1.525,1,5,1,22.972826,38,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,36,2974,8647,5602,0.291343,0.004362,184,66,1.550847,1,5,1,24.782609,41,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,36,3057,8647,5602,0.297519,0.003723,184,63,1.512397,1,4,1,18.978261,34,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,36,2820,8647,5602,0.321556,0.003387,184,65,1.537815,1,4,1,21.298913,33,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,36,2883,8647,5602,0.204901,0.003807,184,67,1.564103,1,5,1,17.820652,27,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,36,2939,8647,5602,0.204463,0.003586,184,67,1.564103,1,4,1,17.146739,32,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,36,2749,8647,5602,0.213343,0.004492,184,62,1.5,1,4,1,21.423913,40,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,36,2772,8647,5602,0.219311,0.004507,184,65,1.537815,1,4,1,22,38,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,55,2765,8647,5602,0.440511,0.003207,184,73,1.648649,1,5,1,15.005435,31,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,55,2794,8647,5602,0.323078,0.004024,184,72,1.633929,1,4,1,22.73913,40,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,55,2791,8647,5602,0.301562,0.003973,184,62,1.5,1,6,1,16.38587,28,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,55,2812,8647,5602,0.307183,0.0042,184,65,1.537815,1,6,1,24.125,42,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,55,2732,8647,5602,0.309518,0.003656,184,65,1.537815,1,4,1,16.51087,31,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,55,2623,8647,5602,0.295132,0.010339,184,70,1.605263,1,5,1,18.326087,36,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,55,2547,8647,5602,0.295661,0.004165,184,60,1.475806,1,4,1,17.320652,34,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,55,2676,8647,5602,0.306941,0.004382,184,66,1.550847,1,4,1,17.146739,35,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,55,2640,8647,5602,0.305639,0.004307,184,66,1.550847,1,4,1,18.793478,37,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,55,2610,8647,5602,0.427039,0.004113,184,66,1.550847,1,4,1,17.032609,28,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,73,2650,8647,5602,0.604311,0.00463,184,72,1.633929,1,4,1,25.347826,49,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,73,2633,8647,5602,0.570782,0.004743,184,62,1.5,1,5,1,25.173913,41,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,73,2662,8647,5602,0.563809,0.004492,184,65,1.537815,1,5,1,17.847826,32,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,73,2680,8647,5602,0.574422,0.004159,184,64,1.525,1,4,1,23.646739,37,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,73,2605,8647,5602,0.562437,0.004155,184,62,1.5,1,3,1,20.880435,40,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,73,2551,8647,5602,0.562651,0.004573,184,65,1.537815,1,4,1,23.711957,42,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,73,2499,8647,5602,0.564441,0.004816,184,64,1.525,1,5,1,24.358696,47,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,73,2518,8647,5602,0.566013,0.004471,184,67,1.564103,1,4,1,15.097826,31,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,73,2475,8647,5602,0.562171,0.003848,184,62,1.5,1,4,1,16.217391,28,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,73,2510,8647,5602,0.551628,0.004502,184,59,1.464,1,6,1,18.173913,39,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,92,2587,8647,5602,0.711861,0.004434,184,60,1.475806,1,4,1,21.875,44,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,92,2562,8647,5602,0.762876,0.003861,184,60,1.475806,1,4,1,14.847826,28,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,92,2637,8647,5602,0.708482,0.003735,184,60,1.475806,1,4,1,22.722826,43,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,92,2536,8647,5602,0.752487,0.004353,184,68,1.577586,1,5,1,17.820652,32,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,92,2575,8647,5602,0.710349,0.004588,184,63,1.512397,1,4,1,20.195652,38,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,92,2414,8647,5602,0.697955,0.003973,184,68,1.577586,1,4,1,22.25,38,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,92,2393,8647,5602,0.695569,0.003962,184,62,1.5,1,5,1,11.951087,24,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,92,2422,8647,5602,0.694372,0.003689,184,62,1.5,1,5,1,25.733696,46,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,92,2417,8647,5602,0.70497,0.003863,184,61,1.487805,1,4,1,23.961957,38,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,92,2406,8647,5602,0.697104,0.003649,184,65,1.537815,1,5,1,23.23913,38,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,110,2512,8647,5602,0.948266,0.003887,184,60,1.475806,1,4,1,28.266304,49,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,110,2483,8647,5602,0.830522,0.003954,184,66,1.550847,1,4,1,17.179348,33,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,110,2471,8647,5602,0.846781,0.003811,184,64,1.525,1,5,1,24.684783,52,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,110,2499,8647,5602,0.848745,0.003775,184,57,1.440945,1,4,1,24.48913,45,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,110,2508,8647,5602,0.864716,0.003827,184,59,1.464,1,5,1,17.929348,35,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,110,2342,8647,5602,0.828858,0.003406,184,58,1.452381,1,3,1,31.836957,61,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,110,2327,8647,5602,0.825653,0.003557,184,55,1.418605,1,5,1,28.815217,50,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,110,2373,8647,5602,0.882276,0.004029,184,59,1.464,1,4,1,26.815217,46,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,110,2368,8647,5602,0.815924,0.004257,184,68,1.577586,1,4,1,19.413043,32,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,110,2318,8647,5602,0.818108,0.004761,184,61,1.487805,1,4,1,21.467391,32,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,128,2410,8647,5602,0.975414,0.00346,184,60,1.475806,1,3,1,21.097826,42,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,128,2408,8647,5602,0.725693,0.004398,184,57,1.440945,1,4,1,24.255435,44,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,128,2414,8647,5602,0.72242,0.003955,184,54,1.407692,1,5,1,18.369565,36,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,128,2423,8647,5602,0.917582,0.003457,184,58,1.452381,1,4,1,26.744565,51,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,128,2475,8647,5602,0.971247,0.004381,184,62,1.5,1,4,1,24.092391,44,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,128,2293,8647,5602,0.95617,0.005101,184,58,1.452381,1,4,1,27.967391,50,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,128,2242,8647,5602,1.006255,0.003662,184,58,1.452381,1,3,1,29.809783,55,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,128,2259,8647,5602,0.959264,0.003907,184,55,1.418605,1,4,1,18.793478,31,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,128,2313,8647,5602,0.949331,0.004127,184,59,1.464,1,4,1,23.048913,35,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,128,2259,8647,5602,0.967255,0.004738,184,59,1.464,1,4,1,17.445652,38,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,147,2375,8647,5602,1.106476,0.004033,184,52,1.386364,1,4,1,22.059783,40,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,147,2399,8647,5602,1.107513,0.004113,184,59,1.464,1,5,1,26.875,47,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,147,2405,8647,5602,1.099563,0.003624,184,56,1.429688,1,3,1,22.103261,49,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,147,2378,8647,5602,1.112039,0.004327,184,55,1.418605,1,4,1,23.961957,47,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,147,2384,8647,5602,1.100684,0.003678,184,59,1.464,1,5,1,21.657609,40,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,147,2218,8647,5602,1.139031,0.003983,184,60,1.475806,1,5,1,14.782609,24,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,147,2237,8647,5602,1.077823,0.005211,184,52,1.386364,1,4,1,27.836957,44,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,147,2236,8647,5602,1.080486,0.004112,184,52,1.386364,1,5,1,20.233696,33,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,147,2222,8647,5602,1.097349,0.00387,184,57,1.440945,1,4,1,21.38587,38,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,147,2249,8647,5602,1.07497,0.004665,184,59,1.464,1,4,1,23.445652,38,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,165,2350,8647,5602,1.230306,0.019945,184,60,1.475806,1,3,1,22.407609,38,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,165,2346,8647,5602,1.219818,0.003797,184,60,1.475806,1,5,1,19.798913,38,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,165,2356,8647,5602,1.217705,0.005014,184,62,1.5,1,5,1,18.695652,33,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,165,2376,8647,5602,1.217464,0.004252,184,60,1.475806,1,4,1,20.711957,41,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,165,2359,8647,5602,1.222581,0.004432,184,59,1.464,1,4,1,19.744565,37,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,165,2202,8647,5602,1.195827,0.0047,184,55,1.418605,1,4,1,14.211957,27,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,165,2205,8647,5602,1.201869,0.004486,184,59,1.464,1,4,1,24.217391,41,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,165,2205,8647,5602,1.199855,0.003697,184,57,1.440945,1,5,1,23.733696,42,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,165,2201,8647,5602,1.360007,0.004102,184,58,1.452381,1,5,1,23.467391,43,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,165,2213,8647,5602,1.215862,0.003799,184,58,1.452381,1,6,1,21.538043,39,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,182,2335,8647,5602,1.352833,0.024271,184,61,1.487805,1,5,1,17.842391,32,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,182,2335,8647,5602,1.348344,0.00409,184,61,1.487805,1,5,1,17.842391,32,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,182,2335,8647,5602,1.331218,0.003854,184,61,1.487805,1,5,1,17.842391,32,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,182,2335,8647,5602,1.351744,0.004061,184,61,1.487805,1,5,1,17.842391,32,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,182,2335,8647,5602,1.33992,0.004311,184,61,1.487805,1,5,1,17.842391,32,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,182,2181,8647,5602,1.312655,0.00399,184,57,1.440945,1,5,1,22.298913,41,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,182,2181,8647,5602,1.303244,0.003256,184,57,1.440945,1,5,1,22.298913,41,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,182,2181,8647,5602,1.320453,0.003617,184,57,1.440945,1,5,1,22.298913,41,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,182,2181,8647,5602,1.314348,0.004148,184,57,1.440945,1,5,1,22.298913,41,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,182,2181,8647,5602,1.339542,0.00361,184,57,1.440945,1,5,1,22.298913,41,,,,,
mao,traditional,true,branch_uniform,1,1,1,1,6,1684,14030,5323,0.065071,0.017721,69,25,1.545455,1,3,1,13.536232,22,,,,,
mao,traditional,true,branch_uniform,1,1,1,1,6,1708,14030,5323,0.066114,0.003221,69,17,1.307692,1,3,1,10.246377,18,,,,,
mao,traditional,true,branch_uniform,1,1,1,1,6,1686,14030,5323,0.064423,0.003104,69,23,1.478261,1,3,1,11.782609,23,,,,,
mao,traditional,true,branch_uniform,1,1,1,1,6,1745,14030,5323,0.065038,0.002924,69,19,1.36,1,3,1,14.014493,21,,,,,
mao,traditional,true,branch_uniform,1,1,1,1,6,1814,14030,5323,0.064706,0.002977,69,22,1.446809,1,3,1,14.144928,26,,,,,
mao,modified,false,branch_uniform,1,1,1,1,6,1481,14030,5323,0.060638,0.002854,69,26,1.581395,1,4,1,8.84058,17,,,,,
mao,modified,false,branch_uniform,1,1,1,1,6,1487,14030,5323,0.119845,0.003104,69,23,1.478261,1,3,1,12.304348,22,,,,,
mao,modified,false,branch_uniform,1,1,1,1,6,1380,14030,5323,0.064216,0.003287,69,24,1.511111,1,4,1,13.028986,27,,,,,
mao,modified,false,branch_uniform,1,1,1,1,6,1472,14030,5323,0.065528,0.003125,69,23,1.478261,1,3,1,13.884058,24,,,,,
mao,modified,false,branch_uniform,1,1,1,1,6,1543,14030,5323,0.065177,0.002848,69,23,1.478261,1,4,1,14.043478,23,,,,,
mao,traditional,true,branch_uniform,1,1,1,1,13,1280,14030,5323,0.128578,0.036849,69,28,1.658537,1,4,1,8.550725,16,,,,,
mao,traditional,true,branch_uniform,1,1,1,1,13,1247,14030,5323,0.120862,0.002997,69,22,1.446809,1,4,1,13.188406,22,,,,,
mao,traditional,true,branch_uniform,1,1,1,1,13,1220,14030,5323,0.119344,0.002857,69,22,1.446809,1,3,1,11.565217,25,,,,,
mao,traditional,true,branch_uniform,1,1,1,1,13,1327,14030,5323,0.115387,0.002827,69,26,1.581395,1,4,1,12.73913,23,,,,,
mao,traditional,true,branch_uniform,1,1,1,1,13,1313,14030,5323,0.123155,0.002695,69,23,1.478261,1,3,1,14.652174,27,,,,,
mao,modified,false,branch_uniform,1,1,1,1,13,1093,14030,5323,0.115248,0.003503,69,26,1.581395,1,4,1,8.637681,16,,,,,
mao,modified,false,branch_uniform,1,1,1,1,13,1078,14030,5323,0.116946,0.003222,69,23,1.478261,1,3,1,14.826087,25,,,,,
mao,modified,false,branch_uniform,1,1,1,1,13,1106,14030,5323,0.117848,0.003794,69,25,1.545455,1,3,1,12.463768,21,,,,,
mao,modified,false,branch_uniform,1,1,1,1,13,1041,14030,5323,0.115777,0.003383,69,23,1.478261,1,4,1,8.956522,19,,,,,
mao,modified,false,branch_uniform,1,1,1,1,13,1119,14030,5323,0.11777,0.003214,69,30,1.74359,1,4,1,9.014493,17,,,,,
mao,traditional,true,branch_uniform,1,1,1,1,20,1143,14030,5323,0.170318,0.016734,69,22,1.446809,1,4,1,8.043478,17,,,,,
mao,traditional,true,branch_uniform,1,1,1,1,20,1114,14030,5323,0.182189,0.003488,69,29,1.7,1,5,1,14.275362,23,,,,,
mao,traditional,true,branch_uniform,1,1,1,1,20,1148,14030,5323,0.170916,0.003396,69,25,1.545455,1,4,1,9.797101,24,,,,,
mao,traditional,true,branch_uniform,1,1,1,1,20,1160,14030,5323,0.17324,0.002873,69,24,1.511111,1,4,1,16.637681,27,,,,,
mao,traditional,true,branch_uniform,1,1,1,1,20,1128,14030,5323,0.173302,0.003183,69,25,1.545455,1,4,1,10.84058,18,,,,,
mao,modified,false,branch_uniform,1,1,1,1,20,1011,14030,5323,0.172336,0.003304,69,29,1.7,1,4,1,8.623188,18,,,,,
mao,modified,false,branch_uniform,1,1,1,1,20,953,14030,5323,0.176843,0.003375,69,27,1.619048,1,4,1,10.594203,18,,,,,
mao,modified,false,branch_uniform,1,1,1,1,20,901,14030,5323,0.170194,0.003174,69,22,1.446809,1,4,1,10.826087,23,,,,,
mao,modified,false,branch_uniform,1,1,1,1,20,979,14030,5323,0.168458,0.00321,69,23,1.478261,1,5,1,13.15942,20,,,,,
mao,modified,false,branch_uniform,1,1,1,1,20,947,14030,5323,0.170447,0.003165,69,23,1.478261,1,4,1,9.188406,18,,,,,
mao,traditional,true,branch_uniform,1,1,1,1,27,1076,14030,5323,0.241473,0.007714,69,26,1.581395,1,5,1,9.188406,17,,,,,
mao,traditional,true,branch_uniform,1,1,1,1,27,1031,14030,5323,0.23139,0.003418,69,28,1.658537,1,5,1,11.869565,23,,,,,
mao,traditional,true,branch_uniform,1,1,1,1,27,1097,14030,5323,0.223742,0.003154,69,29,1.7,1,4,1,11.782609,17,,,,,
mao,traditional,true,branch_uniform,1,1,1,1,27,1032,14030,5323,0.225538,0.003436,69,25,1.545455,1,3,1,12.057971,23,,,,,
mao,traditional,true,branch_uniform,1,1,1,1,27,1050,14030,5323,0.225142,0.003703,69,25,1.545455,1,3,1,12.333333,22,,,,,
mao,modified,false,branch_uniform,1,1,1,1,27,891,14030,5323,0.226784,0.003051,69,22,1.446809,1,4,1,10.695652,22,,,,,
mao,modified,false,branch_uniform,1,1,1,1,27,903,14030,5323,0.227493,0.003305,69,24,1.511111,1,4,1,9.507246,18,,,,,
mao,modified,false,branch_uniform,1,1,1,1,27,920,14030,5323,0.22279,0.003422,69,26,1.581395,1,4,1,9.202899,17,,,,,
mao,modified,false,branch_uniform,1,1,1,1,27,865,14030,5323,0.222006,0.003202,69,25,1.545455,1,3,1,12.811594,21,,,,,
mao,modified,false,branch_uniform,1,1,1,1,27,960,14030,5323,0.223205,0.002816,69,27,1.619048,1,4,1,9.115942,23,,,,,
mao,traditional,true,branch_uniform,1,1,1,1,34,1035,14030,5323,0.295248,0.031055,69,27,1.619048,1,4,1,11.101449,20,,,,,
mao,traditional,true,branch_uniform,1,1,1,1,34,993,14030,5323,0.280454,0.002907,69,23,1.478261,1,3,1,12.811594,21,,,,,
mao,traditional,true,branch_uniform,1,1,1,1,34,1045,14030,5323,0.275897,0.003729,69,25,1.545455,1,3,1,13.666667,27,,,,,
mao,traditional,true,branch_uniform,1,1,1,1,34,1023,14030,5323,0.284196,0.003002,69,28,1.658537,1,4,1,8.536232,16,,,,,
mao,traditional,true,branch_uniform,1,1,1,1,34,1012,14030,5323,0.280303,0.003451,69,24,1.511111,1,4,1,12.289855,25,,,,,
mao,modified,false,branch_uniform,1,1,1,1,34,863,14030,5323,0.271364,0.002756,69,26,1.581395,1,3,1,8.623188,18,,,,,
mao,modified,false,branch_uniform,1,1,1,1,34,837,14030,5323,0.328833,0.002983,69,23,1.478261,1,3,1,10.521739,19,,,,,
mao,modified,false,branch_uniform,1,1,1,1,34,900,14030,5323,0.273501,0.003028,69,23,1.478261,1,5,1,13.434783,24,,,,,
mao,modified,false,branch_uniform,1,1,1,1,34,897,14030,5323,0.274396,0.0028,69,20,1.387755,1,4,1,11.333333,18,,,,,
mao,modified,false,branch_uniform,1,1,1,1,34,848,14030,5323,0.273922,0.002371,69,26,1.581395,1,5,1,10.637681,23,,,,,
mao,traditional,true,branch_uniform,1,1,1,1,41,954,14030,5323,0.349411,0.021798,69,23,1.478261,1,4,1,13.347826,26,,,,,
mao,traditional,true,branch_uniform,1,1,1,1,41,983,14030,5323,0.380466,0.002912,69,27,1.619048,1,4,1,10.463768,22,,,,,
mao,traditional,true,branch_uniform,1,1,1,1,41,977,14030,5323,0.333697,0.003607,69,21,1.416667,1,4,1,10.869565,17,,,,,
mao,traditional,true,branch_uniform,1,1,1,1,41,968,14030,5323,0.329116,0.002907,69,22,1.446809,1,3,1,12.594203,22,,,,,
mao,traditional,true,branch_uniform,1,1,1,1,41,991,14030,5323,0.329334,0.002893,69,22,1.446809,1,3,1,12.188406,25,,,,,
mao,modified,false,branch_uniform,1,1,1,1,41,797,14030,5323,0.330809,0.003213,69,28,1.658537,1,3,1,10.884058,18,,,,,
mao,modified,false,branch_uniform,1,1,1,1,41,826,14030,5323,0.326102,0.002696,69,26,1.581395,1,3,1,8.623188,14,,,,,
mao,modified,false,branch_uniform,1,1,1,1,41,833,14030,5323,0.21868,0.00415,69,20,1.387755,1,3,1,10.231884,18,,,,,
mao,modified,false,branch_uniform,1,1,1,1,41,828,14030,5323,0.219217,0.003162,69,26,1.581395,1,4,1,9.855072,16,,,,,
mao,modified,false,branch_uniform,1,1,1,1,41,821,14030,5323,0.225972,0.002767,69,26,1.581395,1,4,1,8.695652,16,,,,,
mao,traditional,true,branch_uniform,1,1,1,1,48,957,14030,5323,0.396032,0.04222,69,23,1.478261,1,4,1,12.289855,22,,,,,
mao,traditional,true,branch_uniform,1,1,1,1,48,947,14030,5323,0.395229,0.003774,69,26,1.581395,1,4,1,8.768116,15,,,,,
mao,traditional,true,branch_uniform,1,1,1,1,48,965,14030,5323,0.388623,0.004038,69,22,1.446809,1,4,1,11.73913,24,,,,,
mao,traditional,true,branch_uniform,1,1,1,1,48,943,14030,5323,0.383098,0.003255,69,21,1.416667,1,3,1,13.971014,25,,,,,
mao,traditional,true,branch_uniform,1,1,1,1,48,943,14030,5323,0.392623,0.003669,69,21,1.416667,1,3,1,14.42029,25,,,,,
mao,modified,false,branch_uniform,1,1,1,1,48,783,14030,5323,0.379421,0.003383,69,25,1.545455,1,3,1,10.826087,20,,,,,
mao,modified,false,branch_uniform,1,1,1,1,48,804,14030,5323,0.384995,0.002887,69,24,1.511111,1,3,1,10.434783,19,,,,,
mao,modified,false,branch_uniform,1,1,1,1,48,822,14030,5323,0.37987,0.002637,69,25,1.545455,1,3,1,11.768116,22,,,,,
mao,modified,false,branch_uniform,1,1,1,1,48,832,14030,5323,0.378942,0.002902,69,21,1.416667,1,3,1,13.043478,21,,,,,
mao,modified,false,branch_uniform,1,1,1,1,48,798,14030,5323,0.388049,0.003094,69,24,1.511111,1,3,1,9.028986,15,,,,,
mao,traditional,true,branch_uniform,1,1,1,1,55,956,14030,5323,0.486599,0.035887,69,24,1.511111,1,4,1,10.275362,15,,,,,
mao,traditional,true,branch_uniform,1,1,1,1,55,950,14030,5323,0.444422,0.002888,69,21,1.416667,1,4,1,16.072464,25,,,,,
mao,traditional,true,branch_uniform,1,1,1,1,55,935,14030,5323,0.436204,0.003805,69,21,1.416667,1,3,1,9.463768,14,,,,,
mao,traditional,true,branch_uniform,1,1,1,1,55,937,14030,5323,0.443617,0.003032,69,21,1.416667,1,3,1,12.101449,21,,,,,
mao,traditional,true,branch_uniform,1,1,1,1,55,939,14030,5323,0.439218,0.003131,69,23,1.478261,1,3,1,10.101449,18,,,,,
mao,modified,false,branch_uniform,1,1,1,1,55,785,14030,5323,0.431469,0.002866,69,24,1.511111,1,3,1,10.115942,18,,,,,
mao,modified,false,branch_uniform,1,1,1,1,55,781,14030,5323,0.434462,0.00291,69,23,1.478261,1,3,1,8.101449,16,,,,,
mao,modified,false,branch_uniform,1,1,1,1,55,773,14030,5323,0.432249,0.00355,69,24,1.511111,1,4,1,9.42029,16,,,,,
mao,modified,false,branch_uniform,1,1,1,1,55,783,14030,5323,0.439168,0.003723,69,25,1.545455,1,4,1,10.115942,17,,,,,
mao,modified,false,branch_uniform,1,1,1,1,55,771,14030,5323,0.434047,0.003598,69,23,1.478261,1,4,1,9.246377,16,,,,,
mao,traditional,true,branch_uniform,1,1,1,1,62,927,14030,5323,0.498664,0.021406,69,18,1.333333,1,3,1,11.942029,21,,,,,
mao,traditional,true,branch_uniform,1,1,1,1,62,922,14030,5323,0.490703,0.003177,69,21,1.416667,1,3,1,9.956522,19,,,,,
