file_preffix,edit_costs,relaxed_compression,ged_method,b_ni,b_na,b_ei,b_ea,graph_sample_size,cost_arborescence,k_complexity_a,k_complexity_b,gedlib_runtime_initial,spanning_arb_runtime,num_nodes,num_leafs,avg_degree,min_degree,max_degree,root_degree,avg_depth,max_depth,,,,,
mao,modified,false,branch_uniform,1,1,1,1,55,789,14030,5323,0.710821,0.003398,69,22,1.446809,1,4,1,12.014493,22,,,,,
mao,modified,false,branch_uniform,1,1,1,1,55,778,14030,5323,0.716605,0.003197,69,23,1.478261,1,3,1,9.855072,16,,,,,
mao,modified,false,branch_uniform,1,1,1,1,55,781,14030,5323,0.726614,0.002798,69,23,1.478261,1,3,1,11.898551,22,,,,,
mao,traditional,true,branch_uniform,1,1,1,1,62,931,14030,5323,0.875782,0.003594,69,23,1.478261,1,3,1,11.15942,18,,,,,
mao,traditional,true,branch_uniform,1,1,1,1,62,923,14030,5323,1.259003,0.002899,69,21,1.416667,1,3,1,12.144928,20,,,,,
mao,traditional,true,branch_uniform,1,1,1,1,62,924,14030,5323,1.249411,0.002968,69,22,1.446809,1,3,1,11.289855,18,,,,,
mao,traditional,true,branch_uniform,1,1,1,1,62,931,14030,5323,0.938495,0.003282,69,22,1.446809,1,3,1,12.463768,21,,,,,
mao,traditional,true,branch_uniform,1,1,1,1,62,926,14030,5323,0.987772,0.003196,69,21,1.416667,1,3,1,11.463768,21,,,,,
mao,modified,false,branch_uniform,1,1,1,1,62,764,14030,5323,1.062301,0.003448,69,25,1.545455,1,3,1,10.101449,17,,,,,
mao,modified,false,branch_uniform,1,1,1,1,62,768,14030,5323,1.10622,0.002577,69,24,1.511111,1,4,1,8.811594,16,,,,,
mao,modified,false,branch_uniform,1,1,1,1,62,759,14030,5323,1.22265,0.003465,69,23,1.478261,1,4,1,10.217391,17,,,,,
mao,modified,false,branch_uniform,1,1,1,1,62,760,14030,5323,0.966573,0.003026,69,26,1.581395,1,4,1,9.028986,15,,,,,
mao,modified,false,branch_uniform,1,1,1,1,62,763,14030,5323,0.817341,0.002767,69,25,1.545455,1,4,1,9.231884,15,,,,,
mao,traditional,true,branch_uniform,1,1,1,1,67,921,14030,5323,0.904452,0.003039,69,20,1.387755,1,3,1,11.724638,21,,,,,
mao,traditional,true,branch_uniform,1,1,1,1,67,921,14030,5323,0.890786,0.00298,69,20,1.387755,1,3,1,11.724638,21,,,,,
mao,traditional,true,branch_uniform,1,1,1,1,67,921,14030,5323,0.882721,0.002975,69,20,1.387755,1,3,1,11.724638,21,,,,,
mao,traditional,true,branch_uniform,1,1,1,1,67,921,14030,5323,0.937184,0.003109,69,20,1.387755,1,3,1,11.724638,21,,,,,
mao,traditional,true,branch_uniform,1,1,1,1,67,921,14030,5323,0.906063,0.003712,69,20,1.387755,1,3,1,11.724638,21,,,,,
mao,modified,false,branch_uniform,1,1,1,1,67,756,14030,5323,0.905527,0.003302,69,27,1.619048,1,4,1,9.478261,15,,,,,
mao,modified,false,branch_uniform,1,1,1,1,67,756,14030,5323,0.873712,0.003589,69,27,1.619048,1,4,1,9.478261,15,,,,,
mao,modified,false,branch_uniform,1,1,1,1,67,756,14030,5323,0.881436,0.003493,69,27,1.619048,1,4,1,9.478261,15,,,,,
mao,modified,false,branch_uniform,1,1,1,1,67,756,14030,5323,0.892688,0.003609,69,27,1.619048,1,4,1,9.478261,15,,,,,
mao,modified,false,branch_uniform,1,1,1,1,67,756,14030,5323,0.874144,0.003036,69,27,1.619048,1,4,1,9.478261,15,,,,,
pah,traditional,true,branch_uniform,1,1,1,1,9,6289,23880,8928,0.191493,0.00366,95,37,1.62069,1,4,1,17.715789,36,,,,,
pah,traditional,true,branch_uniform,1,1,1,1,9,6156,23880,8928,0.187483,0.003004,95,34,1.540984,1,4,1,12.694737,23,,,,,
pah,traditional,true,branch_uniform,1,1,1,1,9,6221,23880,8928,0.186302,0.003403,95,33,1.516129,1,5,1,11.968421,20,,,,,
pah,traditional,true,branch_uniform,1,1,1,1,9,6378,23880,8928,0.186006,0.002951,95,38,1.649123,1,4,1,11.768421,22,,,,,
pah,traditional,true,branch_uniform,1,1,1,1,9,6134,23880,8928,0.193872,0.002686,95,35,1.566667,1,4,1,14.631579,22,,,,,
pah,modified,false,branch_uniform,1,1,1,1,9,5577,23880,8928,0.181315,0.002889,95,33,1.516129,1,4,1,13.284211,24,,,,,
pah,modified,false,branch_uniform,1,1,1,1,9,5488,23880,8928,0.182861,0.002906,95,31,1.46875,1,4,1,12.968421,26,,,,,
pah,modified,false,branch_uniform,1,1,1,1,9,5593,23880,8928,0.188609,0.00342,95,36,1.59322,1,4,1,9.326316,21,,,,,
pah,modified,false,branch_uniform,1,1,1,1,9,5293,23880,8928,0.180232,0.00304,95,38,1.649123,1,4,1,15.484211,26,,,,,
pah,modified,false,branch_uniform,1,1,1,1,9,5522,23880,8928,0.18961,0.003389,95,38,1.649123,1,3,1,11.568421,19,,,,,
pah,traditional,true,branch_uniform,1,1,1,1,19,5648,23880,8928,0.3547,0.003571,95,36,1.59322,1,4,1,14.242105,24,,,,,
pah,traditional,true,branch_uniform,1,1,1,1,19,5595,23880,8928,0.357531,0.002657,95,36,1.59322,1,3,1,14.589474,25,,,,,
pah,traditional,true,branch_uniform,1,1,1,1,19,5631,23880,8928,0.369979,0.003552,95,37,1.62069,1,4,1,7.705263,19,,,,,
pah,traditional,true,branch_uniform,1,1,1,1,19,5593,23880,8928,0.366365,0.003569,95,39,1.678571,1,5,1,10.084211,18,,,,,
pah,traditional,true,branch_uniform,1,1,1,1,19,5568,23880,8928,0.38169,0.004101,95,35,1.566667,1,3,1,13.863158,23,,,,,
pah,modified,false,branch_uniform,1,1,1,1,19,4572,23880,8928,0.441903,0.00342,95,41,1.740741,1,6,1,8.273684,17,,,,,
pah,modified,false,branch_uniform,1,1,1,1,19,4907,23880,8928,0.353762,0.00334,95,37,1.62069,1,4,1,9.126316,15,,,,,
pah,modified,false,branch_uniform,1,1,1,1,19,4850,23880,8928,0.364028,0.003704,95,42,1.773585,1,5,1,9.052632,15,,,,,
pah,modified,false,branch_uniform,1,1,1,1,19,4510,23880,8928,0.376674,0.003465,95,39,1.678571,1,6,1,7.831579,16,,,,,
pah,modified,false,branch_uniform,1,1,1,1,19,4652,23880,8928,0.586434,0.003455,95,36,1.59322,1,5,1,9.536842,19,,,,,
pah,traditional,true,branch_uniform,1,1,1,1,28,5446,23880,8928,0.594059,0.003273,95,35,1.566667,1,4,1,14.631579,25,,,,,
pah,traditional,true,branch_uniform,1,1,1,1,28,5409,23880,8928,0.817236,0.003352,95,32,1.492063,1,4,1,12.663158,22,,,,,
pah,traditional,true,branch_uniform,1,1,1,1,28,5289,23880,8928,0.696994,0.003519,95,30,1.446154,1,3,1,15.147368,25,,,,,
pah,traditional,true,branch_uniform,1,1,1,1,28,5426,23880,8928,0.60209,0.002967,95,39,1.678571,1,4,1,10.778947,24,,,,,
pah,traditional,true,branch_uniform,1,1,1,1,28,5410,23880,8928,0.576586,0.003706,95,33,1.516129,1,5,1,16.884211,26,,,,,
pah,modified,false,branch_uniform,1,1,1,1,28,4338,23880,8928,0.701399,0.003398,95,40,1.709091,1,6,1,7.589474,17,,,,,
pah,modified,false,branch_uniform,1,1,1,1,28,4514,23880,8928,0.574971,0.003129,95,33,1.516129,1,5,1,10.105263,18,,,,,
pah,modified,false,branch_uniform,1,1,1,1,28,4294,23880,8928,0.561068,0.003444,95,42,1.773585,1,5,1,10.989474,19,,,,,
pah,modified,false,branch_uniform,1,1,1,1,28,4270,23880,8928,0.814955,0.003297,95,40,1.709091,1,6,1,7.568421,15,,,,,
pah,modified,false,branch_uniform,1,1,1,1,28,4470,23880,8928,0.696786,0.003211,95,41,1.740741,1,7,1,14.252632,24,,,,,
pah,traditional,true,branch_uniform,1,1,1,1,38,5197,23880,8928,0.852502,0.003219,95,37,1.62069,1,4,1,15.336842,28,,,,,
pah,traditional,true,branch_uniform,1,1,1,1,38,5123,23880,8928,0.914839,0.003122,95,35,1.566667,1,4,1,12.336842,23,,,,,
pah,traditional,true,branch_uniform,1,1,1,1,38,5275,23880,8928,0.713023,0.002895,95,35,1.566667,1,4,1,8.326316,17,,,,,
pah,traditional,true,branch_uniform,1,1,1,1,38,5117,23880,8928,0.915151,0.002921,95,33,1.516129,1,6,1,9.284211,18,,,,,
pah,traditional,true,branch_uniform,1,1,1,1,38,5137,23880,8928,0.723569,0.003033,95,33,1.516129,1,4,1,15.589474,28,,,,,
pah,modified,false,branch_uniform,1,1,1,1,38,4140,23880,8928,0.689935,0.00381,95,35,1.566667,1,4,1,9.126316,18,,,,,
pah,modified,false,branch_uniform,1,1,1,1,38,4023,23880,8928,0.696987,0.003795,95,38,1.649123,1,6,1,7.757895,15,,,,,
pah,modified,false,branch_uniform,1,1,1,1,38,4105,23880,8928,0.679146,0.003379,95,42,1.773585,1,5,1,8.715789,18,,,,,
pah,modified,false,branch_uniform,1,1,1,1,38,4030,23880,8928,0.692032,0.003652,95,41,1.740741,1,8,1,7.852632,19,,,,,
pah,modified,false,branch_uniform,1,1,1,1,38,4132,23880,8928,0.687743,0.003429,95,37,1.62069,1,4,1,6.189474,13,,,,,
pah,traditional,true,branch_uniform,1,1,1,1,47,4966,23880,8928,0.871304,0.003455,95,39,1.678571,1,4,1,9.736842,20,,,,,
pah,traditional,true,branch_uniform,1,1,1,1,47,4925,23880,8928,1.137433,0.002726,95,34,1.540984,1,4,1,8.547368,21,,,,,
pah,traditional,true,branch_uniform,1,1,1,1,47,5079,23880,8928,0.908181,0.003744,95,36,1.59322,1,3,1,12.905263,20,,,,,
pah,traditional,true,branch_uniform,1,1,1,1,47,5135,23880,8928,0.899834,0.004051,95,34,1.540984,1,4,1,12.157895,24,,,,,
pah,traditional,true,branch_uniform,1,1,1,1,47,4975,23880,8928,0.909068,0.003195,95,31,1.46875,1,4,1,12.452632,29,,,,,
pah,modified,false,branch_uniform,1,1,1,1,47,3718,23880,8928,0.855362,0.003119,95,41,1.740741,1,4,1,7.705263,13,,,,,
pah,modified,false,branch_uniform,1,1,1,1,47,3676,23880,8928,1.093452,0.003512,95,44,1.843137,1,8,1,13.389474,20,,,,,
pah,modified,false,branch_uniform,1,1,1,1,47,3833,23880,8928,0.855151,0.003568,95,41,1.740741,1,4,1,7.715789,14,,,,,
pah,modified,false,branch_uniform,1,1,1,1,47,3726,23880,8928,0.854323,0.004033,95,44,1.843137,1,6,1,9.505263,18,,,,,
pah,modified,false,branch_uniform,1,1,1,1,47,3884,23880,8928,0.919615,0.003529,95,39,1.678571,1,5,1,6.894737,15,,,,,
pah,traditional,true,branch_uniform,1,1,1,1,57,4853,23880,8928,1.048922,0.003797,95,32,1.492063,1,4,1,10.642105,23,,,,,
pah,traditional,true,branch_uniform,1,1,1,1,57,4959,23880,8928,1.04691,0.003237,95,32,1.492063,1,4,1,11.547368,22,,,,,
pah,traditional,true,branch_uniform,1,1,1,1,57,4816,23880,8928,1.047077,0.003217,95,33,1.516129,1,4,1,17.578947,37,,,,,
pah,traditional,true,branch_uniform,1,1,1,1,57,4823,23880,8928,1.051215,0.003361,95,34,1.540984,1,4,1,13.347368,23,,,,,
pah,traditional,true,branch_uniform,1,1,1,1,57,4959,23880,8928,1.059472,0.003931,95,34,1.540984,1,4,1,12.084211,21,,,,,
pah,modified,false,branch_uniform,1,1,1,1,57,3578,23880,8928,1.051624,0.003696,95,42,1.773585,1,5,1,7.494737,15,,,,,
pah,modified,false,branch_uniform,1,1,1,1,57,3509,23880,8928,1.025806,0.003151,95,39,1.678571,1,4,1,11.042105,20,,,,,
pah,modified,false,branch_uniform,1,1,1,1,57,3504,23880,8928,1.092683,0.00383,95,44,1.843137,1,5,1,6.347368,11,,,,,
pah,modified,false,branch_uniform,1,1,1,1,57,3536,23880,8928,1.039597,0.003768,95,49,2.043478,1,7,1,7.263158,12,,,,,
pah,modified,false,branch_uniform,1,1,1,1,57,3537,23880,8928,1.051398,0.003661,95,45,1.88,1,5,1,7.526316,14,,,,,
pah,traditional,true,branch_uniform,1,1,1,1,66,4799,23880,8928,1.336534,0.003896,95,34,1.540984,1,4,1,9.347368,19,,,,,
pah,traditional,true,branch_uniform,1,1,1,1,66,4763,23880,8928,1.21306,0.003799,95,31,1.46875,1,4,1,14.642105,26,,,,,
pah,traditional,true,branch_uniform,1,1,1,1,66,4786,23880,8928,1.279417,0.003007,95,36,1.59322,1,4,1,13.884211,22,,,,,
pah,traditional,true,branch_uniform,1,1,1,1,66,4762,23880,8928,1.415075,0.004459,95,30,1.446154,1,4,1,9.673684,19,,,,,
pah,traditional,true,branch_uniform,1,1,1,1,66,4803,23880,8928,1.347008,0.003283,95,28,1.402985,1,3,1,16.526316,32,,,,,
pah,modified,false,branch_uniform,1,1,1,1,66,3615,23880,8928,1.188101,0.004108,95,47,1.958333,1,5,1,6.305263,11,,,,,
pah,modified,false,branch_uniform,1,1,1,1,66,3399,23880,8928,1.184071,0.004131,95,44,1.843137,1,5,1,7.063158,14,,,,,
pah,modified,false,branch_uniform,1,1,1,1,66,3487,23880,8928,1.186755,0.003896,95,42,1.773585,1,4,1,7.505263,15,,,,,
pah,modified,false,branch_uniform,1,1,1,1,66,3394,23880,8928,1.191648,0.003224,95,42,1.773585,1,6,1,6.231579,16,,,,,
pah,modified,false,branch_uniform,1,1,1,1,66,3491,23880,8928,1.19729,0.003716,95,47,1.958333,1,6,1,5.957895,10,,,,,
pah,traditional,true,branch_uniform,1,1,1,1,76,4749,23880,8928,1.373434,0.00346,95,29,1.424242,1,3,1,13.947368,27,,,,,
pah,traditional,true,branch_uniform,1,1,1,1,76,4674,23880,8928,1.421964,0.003255,95,31,1.46875,1,4,1,12.557895,20,,,,,
pah,traditional,true,branch_uniform,1,1,1,1,76,4685,23880,8928,1.359214,0.00345,95,30,1.446154,1,3,1,14.2,24,,,,,
pah,traditional,true,branch_uniform,1,1,1,1,76,4723,23880,8928,1.374592,0.003203,95,37,1.62069,1,5,1,6.821053,14,,,,,
pah,traditional,true,branch_uniform,1,1,1,1,76,4662,23880,8928,1.428893,0.003431,95,31,1.46875,1,4,1,8.368421,18,,,,,
pah,modified,false,branch_uniform,1,1,1,1,76,3364,23880,8928,1.369056,0.003999,95,43,1.807692,1,5,1,6.378947,12,,,,,
pah,modified,false,branch_uniform,1,1,1,1,76,3358,23880,8928,1.392758,0.00364,95,45,1.88,1,5,1,6.231579,12,,,,,
pah,modified,false,branch_uniform,1,1,1,1,76,3307,23880,8928,1.385351,0.003148,95,43,1.807692,1,5,1,7.652632,16,,,,,
pah,modified,false,branch_uniform,1,1,1,1,76,3294,23880,8928,1.384291,0.003012,95,44,1.843137,1,5,1,6.315789,11,,,,,
pah,modified,false,branch_uniform,1,1,1,1,76,3326,23880,8928,1.38475,0.004375,95,45,1.88,1,5,1,5.778947,10,,,,,
pah,traditional,true,branch_uniform,1,1,1,1,85,4659,23880,8928,1.54501,0.002937,95,32,1.492063,1,4,1,17.210526,31,,,,,
pah,traditional,true,branch_uniform,1,1,1,1,85,4646,23880,8928,1.557409,0.003076,95,32,1.492063,1,5,1,15.294737,28,,,,,
pah,traditional,true,branch_uniform,1,1,1,1,85,4669,23880,8928,1.53272,0.003372,95,34,1.540984,1,4,1,15.926316,27,,,,,
pah,traditional,true,branch_uniform,1,1,1,1,85,4655,23880,8928,1.59048,0.003273,95,30,1.446154,1,4,1,11.536842,21,,,,,
pah,traditional,true,branch_uniform,1,1,1,1,85,4656,23880,8928,1.56756,0.002723,95,32,1.492063,1,4,1,12.968421,21,,,,,
pah,modified,false,branch_uniform,1,1,1,1,85,3219,23880,8928,1.58415,0.003706,95,43,1.807692,1,5,1,6.684211,15,,,,,
pah,modified,false,branch_uniform,1,1,1,1,85,3205,23880,8928,1.524004,0.003258,95,45,1.88,1,5,1,7.905263,17,,,,,
pah,modified,false,branch_uniform,1,1,1,1,85,3239,23880,8928,1.512635,0.003069,95,43,1.807692,1,5,1,6.842105,12,,,,,
pah,modified,false,branch_uniform,1,1,1,1,85,3186,23880,8928,1.523098,0.003416,95,42,1.773585,1,7,1,8.663158,19,,,,,
pah,modified,false,branch_uniform,1,1,1,1,85,3236,23880,8928,1.998414,0.002946,95,45,1.88,1,6,1,6.852632,14,,,,,
pah,traditional,true,branch_uniform,1,1,1,1,93,4617,23880,8928,1.701832,0.015932,95,30,1.446154,1,4,1,17.126316,36,,,,,
pah,traditional,true,branch_uniform,1,1,1,1,93,4617,23880,8928,1.659079,0.003216,95,30,1.446154,1,4,1,17.126316,36,,,,,
pah,traditional,true,branch_uniform,1,1,1,1,93,4617,23880,8928,1.699145,0.002986,95,30,1.446154,1,4,1,17.126316,36,,,,,
pah,traditional,true,branch_uniform,1,1,1,1,93,4617,23880,8928,1.69859,0.003153,95,30,1.446154,1,4,1,17.126316,36,,,,,
pah,traditional,true,branch_uniform,1,1,1,1,93,4617,23880,8928,1.945122,0.00331,95,30,1.446154,1,4,1,17.126316,36,,,,,
pah,modified,false,branch_uniform,1,1,1,1,93,3156,23880,8928,1.665453,0.002982,95,43,1.807692,1,5,1,8.663158,19,,,,,
pah,modified,false,branch_uniform,1,1,1,1,93,3156,23880,8928,1.690723,0.003225,95,43,1.807692,1,5,1,8.663158,19,,,,,
pah,modified,false,branch_uniform,1,1,1,1,93,3156,23880,8928,1.69925,0.003381,95,43,1.807692,1,5,1,8.663158,19,,,,,
pah,modified,false,branch_uniform,1,1,1,1,93,3156,23880,8928,1.68463,0.003364,95,43,1.807692,1,5,1,8.663158,19,,,,,
pah,modified,false,branch_uniform,1,1,1,1,93,3156,23880,8928,2.342932,0.003438,95,43,1.807692,1,5,1,8.663158,19,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,18,3472,8647,5602,0.693053,0.008839,184,71,1.619469,1,4,1,20.668478,34,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,18,3334,8647,5602,0.581099,0.00404,184,70,1.605263,1,5,1,15.641304,29,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,18,3475,8647,5602,0.661107,0.004082,184,69,1.591304,1,7,1,14.695652,30,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,18,3496,8647,5602,0.664706,0.003353,184,59,1.464,1,4,1,15.032609,34,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,18,3434,8647,5602,0.663531,0.004099,184,73,1.648649,1,5,1,19.652174,32,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,18,3327,8647,5602,0.663393,0.0036,184,62,1.5,1,4,1,17.396739,34,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,18,3259,8647,5602,0.668769,0.00372,184,62,1.5,1,4,1,18.461957,34,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,18,3183,8647,5602,0.682032,0.00425,184,64,1.525,1,6,1,19.375,34,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,18,3204,8647,5602,0.654365,0.003467,184,56,1.429688,1,3,1,20.36413,36,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,18,3258,8647,5602,0.662407,0.003544,184,66,1.550847,1,5,1,25.728261,42,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,36,2960,8647,5602,1.32281,0.020691,184,66,1.550847,1,5,1,14.472826,25,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,36,2964,8647,5602,1.298419,0.003912,184,67,1.564103,1,5,1,24.005435,43,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,36,3071,8647,5602,1.159613,0.003671,184,69,1.591304,1,6,1,22.565217,36,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,36,3065,8647,5602,1.169956,0.004241,184,67,1.564103,1,4,1,22.586957,34,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,36,3022,8647,5602,1.082421,0.003501,184,68,1.577586,1,5,1,21.211957,34,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,36,2799,8647,5602,1.000518,0.004333,184,64,1.525,1,4,1,17.940217,33,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,36,2835,8647,5602,1.052116,0.003835,184,62,1.5,1,4,1,20.038043,41,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,36,2861,8647,5602,1.026934,0.003683,184,70,1.605263,1,5,1,21.961957,38,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,36,2915,8647,5602,1.055465,0.003291,184,61,1.487805,1,4,1,18.402174,32,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,36,2772,8647,5602,1.216301,0.003708,184,69,1.591304,1,4,1,22.222826,45,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,55,2806,8647,5602,1.64054,0.019413,184,66,1.550847,1,5,1,22.059783,45,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,55,2766,8647,5602,1.70325,0.00368,184,64,1.525,1,4,1,25.73913,49,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,55,2809,8647,5602,2.028019,0.003656,184,62,1.5,1,4,1,18.380435,41,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,55,2856,8647,5602,2.03654,0.004046,184,64,1.525,1,5,1,18.13587,32,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,55,2815,8647,5602,1.838624,0.003793,184,66,1.550847,1,5,1,17.456522,30,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,55,2658,8647,5602,1.886953,0.003304,184,55,1.418605,1,5,1,20.38587,34,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,55,2616,8647,5602,1.870557,0.003164,184,68,1.577586,1,4,1,21.543478,34,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,55,2591,8647,5602,1.868101,0.004792,184,60,1.475806,1,3,1,21.396739,33,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,55,2636,8647,5602,1.868831,0.00383,184,54,1.407692,1,5,1,28.788043,50,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,55,2631,8647,5602,1.774731,0.003381,184,59,1.464,1,4,1,20.804348,40,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,73,2647,8647,5602,2.106214,0.017646,184,60,1.475806,1,4,1,25.75,43,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,73,2654,8647,5602,2.05444,0.003834,184,54,1.407692,1,4,1,27.358696,46,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,73,2654,8647,5602,2.157868,0.00607,184,61,1.487805,1,4,1,26.423913,44,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,73,2671,8647,5602,2.086199,0.003195,184,70,1.605263,1,5,1,16.282609,27,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,73,2709,8647,5602,1.987701,0.003717,184,68,1.577586,1,4,1,17.570652,32,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,73,2470,8647,5602,1.962247,0.003652,184,61,1.487805,1,4,1,25.853261,41,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,73,2485,8647,5602,1.965612,0.004302,184,70,1.605263,1,5,1,17.76087,31,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,73,2526,8647,5602,2.528554,0.003743,184,63,1.512397,1,6,1,20.695652,35,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,73,2528,8647,5602,2.320482,0.003239,184,67,1.564103,1,5,1,20.48913,35,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,73,2496,8647,5602,2.119744,0.004091,184,71,1.619469,1,4,1,23.108696,40,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,92,2523,8647,5602,2.688265,0.004107,184,63,1.512397,1,4,1,22.23913,38,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,92,2552,8647,5602,3.006172,0.004016,184,60,1.475806,1,5,1,24.728261,50,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,92,2515,8647,5602,3.162749,0.00341,184,65,1.537815,1,4,1,22.733696,41,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,92,2597,8647,5602,2.448148,0.003838,184,57,1.440945,1,4,1,30.554348,48,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,92,2586,8647,5602,3.203343,0.003606,184,65,1.537815,1,5,1,24.869565,43,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,92,2393,8647,5602,3.198921,0.004107,184,59,1.464,1,4,1,19.375,38,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,92,2398,8647,5602,3.285127,0.003895,184,64,1.525,1,4,1,19.777174,33,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,92,2450,8647,5602,2.959912,0.003961,184,63,1.512397,1,5,1,18.88587,35,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,92,2434,8647,5602,2.382845,0.003638,184,63,1.512397,1,5,1,23.842391,39,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,92,2376,8647,5602,2.491501,0.003899,184,52,1.386364,1,3,1,25.559783,57,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,110,2477,8647,5602,3.063949,0.004195,184,60,1.475806,1,5,1,25.907609,48,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,110,2465,8647,5602,3.829217,0.003202,184,56,1.429688,1,5,1,17.967391,38,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,110,2488,8647,5602,3.883341,0.003015,184,59,1.464,1,5,1,17.701087,35,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,110,2483,8647,5602,3.122504,0.003031,184,57,1.440945,1,6,1,19.26087,33,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,110,2506,8647,5602,3.649912,0.003913,184,62,1.5,1,4,1,19.570652,35,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,110,2327,8647,5602,3.335862,0.003755,184,57,1.440945,1,5,1,28.070652,49,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,110,2344,8647,5602,4.052503,0.003831,184,55,1.418605,1,4,1,15.472826,33,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,110,2324,8647,5602,3.790996,0.003759,184,61,1.487805,1,4,1,23.527174,37,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,110,2322,8647,5602,3.824519,0.003438,184,57,1.440945,1,4,1,20.777174,42,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,110,2331,8647,5602,3.916273,0.003947,184,63,1.512397,1,4,1,13.755435,25,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,128,2423,8647,5602,4.465381,0.008907,184,63,1.512397,1,4,1,27.36413,48,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,128,2443,8647,5602,3.931125,0.003389,184,56,1.429688,1,3,1,21.23913,38,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,128,2416,8647,5602,4.325489,0.004332,184,57,1.440945,1,5,1,19.668478,30,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,128,2441,8647,5602,4.283348,0.003014,184,54,1.407692,1,5,1,20.472826,44,,,,,
acyclic,traditional,true,branch_uniform,1,1,1,1,128,2440,8647,5602,3.630349,0.003394,184,65,1.537815,1,5,1,24.119565,39,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,128,2266,8647,5602,4.299504,0.004956,184,60,1.475806,1,4,1,19.815217,34,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,128,2278,8647,5602,4.314502,0.003419,184,59,1.464,1,5,1,16.679348,26,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,128,2256,8647,5602,4.288509,0.003474,184,58,1.452381,1,5,1,19.173913,38,,,,,
acyclic,modified,false,branch_uniform,1,1,1,1,128,2274,8647,5602,4.300549,0.021752,184,58,1.452381,1,5,1,11.516304,23,,,,,
