file_preffix,edit_costs,relaxed_compression,ged_method,b_ni,b_na,b_ei,b_ea,graph_sample_size,cost_arborescence,k_complexity_a,k_complexity_b,gedlib_runtime_initial,spanning_arb_runtime,num_nodes,num_leafs,avg_degree,min_degree,max_degree,root_degree,avg_depth,max_depth
Protein,traditional,true,branch_uniform,1,4,1,6,180,332672,682307,377176,313.998743,0.011334,601,264,1.780415,1,24,24,38.262895,71
Protein,modified,false,branch_uniform,1,4,1,6,180,339952,682307,377176,316.929032,0.009773,601,338,2.281369,1,163,163,5.500832,20
Protein,modified,false,branch_uniform,1,4,1,6,180,342205,682307,377176,319.044413,0.010564,601,320,2.135231,1,143,143,5.430948,24
Protein,traditional,true,branch_uniform,1,4,1,6,240,332934,682307,377176,420.214298,0.021654,601,265,1.785714,1,19,19,20.254576,40
Protein,traditional,true,branch_uniform,1,4,1,6,240,330916,682307,377176,408.115442,0.007943,601,271,1.818182,1,21,21,25.986689,52
Protein,modified,false,branch_uniform,1,4,1,6,240,337553,682307,377176,409.565557,0.008838,601,322,2.150538,1,131,131,4.747088,15
Protein,modified,false,branch_uniform,1,4,1,6,240,337240,682307,377176,404.921621,0.010139,601,318,2.120141,1,125,125,6.009983,22
Protein,traditional,true,branch_uniform,1,4,1,6,300,326043,682307,377176,495.929999,0.010639,601,258,1.749271,1,19,19,35.757072,66
Protein,traditional,true,branch_uniform,1,4,1,6,300,326105,682307,377176,488.426395,0.010168,601,258,1.749271,1,14,14,23.620632,45
Protein,modified,false,branch_uniform,1,4,1,6,300,332645,682307,377176,492.912460,0.009940,601,310,2.061856,1,117,117,7.281198,27
Protein,modified,false,branch_uniform,1,4,1,6,300,330227,682307,377176,493.453369,0.008393,601,297,1.973684,1,107,107,11.227953,40
Protein,traditional,true,branch_uniform,1,4,1,6,360,324688,682307,377176,603.138946,0.013631,601,256,1.739130,1,14,14,21.059900,50
Protein,traditional,true,branch_uniform,1,4,1,6,360,323478,682307,377176,593.464296,0.009942,601,267,1.796407,1,14,14,19.437604,48
Protein,modified,false,branch_uniform,1,4,1,6,360,326481,682307,377176,583.660164,0.009399,601,303,2.013423,1,104,104,6.239601,26
Protein,modified,false,branch_uniform,1,4,1,6,360,327609,682307,377176,586.732295,0.007756,601,308,2.047782,1,99,99,7.632280,26
Protein,traditional,true,branch_uniform,1,4,1,6,420,320513,682307,377176,674.819234,0.012926,601,266,1.791045,1,12,12,24.700499,42
Protein,traditional,true,branch_uniform,1,4,1,6,420,320849,682307,377176,680.905543,0.014798,601,264,1.780415,1,13,13,31.274542,53
Protein,modified,false,branch_uniform,1,4,1,6,420,324004,682307,377176,671.928567,0.009225,601,298,1.980198,1,91,91,7.336106,24
Protein,modified,false,branch_uniform,1,4,1,6,420,324800,682307,377176,679.446888,0.008918,601,295,1.960784,1,92,92,7.793677,22
Protein,traditional,true,branch_uniform,1,4,1,6,480,319169,682307,377176,769.097076,0.011435,601,245,1.685393,1,14,14,31.259567,52
Protein,traditional,true,branch_uniform,1,4,1,6,480,318852,682307,377176,769.780914,0.009370,601,250,1.709402,1,12,12,21.174709,45
file_preffix,edit_costs,relaxed_compression,ged_method,b_ni,b_na,b_ei,b_ea,graph_sample_size,cost_arborescence,k_complexity_a,k_complexity_b,gedlib_runtime_initial,spanning_arb_runtime,num_nodes,num_leafs,avg_degree,min_degree,max_degree,root_degree,avg_depth,max_depth
Protein,traditional,true,branch_uniform,1,4,1,6,60,359497,682307,377176,126.302968,0.019577,601,311,2.068966,1,75,75,24.118136,58
Protein,traditional,true,branch_uniform,1,4,1,6,60,357946,682307,377176,135.796211,0.007502,601,298,1.980198,1,66,66,21.321131,44
Protein,traditional,true,branch_uniform,1,4,1,6,60,358768,682307,377176,131.396285,0.008469,601,290,1.929260,1,67,67,18.069884,48
Protein,traditional,true,branch_uniform,1,4,1,6,60,359619,682307,377176,141.997419,0.005665,601,306,2.033898,1,74,74,12.124792,32
Protein,modified,false,branch_uniform,1,4,1,6,60,361882,682307,377176,146.420066,0.005845,601,390,2.843602,1,278,278,3.088186,15
Protein,modified,false,branch_uniform,1,4,1,6,60,362768,682307,377176,143.000962,0.007190,601,395,2.912621,1,271,271,2.650582,14
Protein,modified,false,branch_uniform,1,4,1,6,60,365032,682307,377176,130.950559,0.009021,601,382,2.739726,1,278,278,2.820300,16
Protein,modified,false,branch_uniform,1,4,1,6,60,363700,682307,377176,137.561514,0.007519,601,380,2.714932,1,273,273,2.866889,21
Protein,traditional,true,branch_uniform,1,4,1,6,120,347933,682307,377176,218.563832,0.023707,601,294,1.954397,1,33,33,18.665557,40
Protein,traditional,true,branch_uniform,1,4,1,6,120,350676,682307,377176,224.101026,0.008868,601,279,1.863354,1,34,34,28.713810,58
Protein,traditional,true,branch_uniform,1,4,1,6,120,346231,682307,377176,221.261485,0.008894,601,283,1.886792,1,31,31,30.760399,61
Protein,traditional,true,branch_uniform,1,4,1,6,120,345722,682307,377176,225.588426,0.006346,601,288,1.916933,1,42,42,23.903494,51
Protein,modified,false,branch_uniform,1,4,1,6,120,348102,682307,377176,225.721120,0.007507,601,341,2.307692,1,179,179,3.785358,20
Protein,modified,false,branch_uniform,1,4,1,6,120,351107,682307,377176,225.179339,0.005380,601,349,2.380952,1,196,196,5.043261,24
Protein,modified,false,branch_uniform,1,4,1,6,120,351621,682307,377176,224.908371,0.007107,601,357,2.459016,1,180,180,4.770383,27
Protein,modified,false,branch_uniform,1,4,1,6,120,352726,682307,377176,224.281088,0.007067,601,352,2.409639,1,197,197,3.407654,13
Protein,traditional,true,branch_uniform,1,4,1,6,180,338168,682307,377176,311.386729,0.023489,601,270,1.812689,1,22,22,24.154742,54
Protein,traditional,true,branch_uniform,1,4,1,6,180,334514,682307,377176,320.795145,0.008348,601,279,1.863354,1,25,25,38.618968,68
Protein,traditional,true,branch_uniform,1,4,1,6,180,337723,682307,377176,307.971944,0.009262,601,263,1.775148,1,28,28,24.816972,51
Protein,traditional,true,branch_uniform,1,4,1,6,180,339688,682307,377176,317.499804,0.006726,601,264,1.780415,1,23,23,26.900166,54
Protein,modified,false,branch_uniform,1,4,1,6,180,342763,682307,377176,312.088070,0.007637,601,328,2.197802,1,151,151,6.437604,25
Protein,modified,false,branch_uniform,1,4,1,6,180,341253,682307,377176,314.675593,0.008172,601,329,2.205882,1,153,153,4.131448,17
Protein,modified,false,branch_uniform,1,4,1,6,180,342584,682307,377176,314.113137,0.007331,601,327,2.189781,1,154,154,4.369384,16
Protein,modified,false,branch_uniform,1,4,1,6,180,341924,682307,377176,309.772087,0.006672,601,328,2.197802,1,165,165,4.063228,15
Protein,traditional,true,branch_uniform,1,4,1,6,240,331024,682307,377176,401.329475,0.022797,601,255,1.734104,1,16,16,30.196339,54
Protein,traditional,true,branch_uniform,1,4,1,6,240,332515,682307,377176,409.095166,0.008760,601,274,1.834862,1,22,22,36.304493,71
Protein,traditional,true,branch_uniform,1,4,1,6,240,333444,682307,377176,411.134353,0.008523,601,272,1.823708,1,21,21,26.580699,49
Protein,traditional,true,branch_uniform,1,4,1,6,240,333549,682307,377176,403.933417,0.010756,601,275,1.840491,1,20,20,27.532446,53
Protein,modified,false,branch_uniform,1,4,1,6,240,335211,682307,377176,405.178881,0.011828,601,294,1.954397,1,123,123,8.688852,33
Protein,modified,false,branch_uniform,1,4,1,6,240,336937,682307,377176,411.497456,0.017087,601,301,2.000000,1,127,127,6.199667,24
Protein,modified,false,branch_uniform,1,4,1,6,240,337054,682307,377176,398.019560,0.007028,601,318,2.120141,1,130,130,6.579035,28
Protein,modified,false,branch_uniform,1,4,1,6,240,336021,682307,377176,402.171380,0.008418,601,325,2.173913,1,133,133,8.249584,33
Protein,traditional,true,branch_uniform,1,4,1,6,300,327092,682307,377176,486.615211,0.018524,601,257,1.744186,1,15,15,35.094842,69
Protein,traditional,true,branch_uniform,1,4,1,6,300,326850,682307,377176,496.914967,0.008081,601,264,1.780415,1,15,15,22.459235,37
Protein,traditional,true,branch_uniform,1,4,1,6,300,323952,682307,377176,492.122702,0.007742,601,260,1.759531,1,14,14,23.693844,56
Protein,traditional,true,branch_uniform,1,4,1,6,300,327144,682307,377176,489.653927,0.009653,601,263,1.775148,1,13,13,32.304493,61
Protein,modified,false,branch_uniform,1,4,1,6,300,333086,682307,377176,504.263496,0.010640,601,310,2.061856,1,114,114,5.539101,17
Protein,modified,false,branch_uniform,1,4,1,6,300,330443,682307,377176,501.671149,0.008754,601,308,2.047782,1,114,114,7.635607,28
Protein,modified,false,branch_uniform,1,4,1,6,300,331742,682307,377176,485.012006,0.008076,601,305,2.027027,1,107,107,5.116473,18
Protein,modified,false,branch_uniform,1,4,1,6,300,332715,682307,377176,497.119684,0.012228,601,315,2.097902,1,109,109,5.936772,21
Protein,traditional,true,branch_uniform,1,4,1,6,360,322785,682307,377176,582.900922,0.021237,601,251,1.714286,1,13,13,33.089850,52
Protein,traditional,true,branch_uniform,1,4,1,6,360,325382,682307,377176,590.080975,0.008799,601,255,1.734104,1,15,15,29.512479,51
Protein,traditional,true,branch_uniform,1,4,1,6,360,323340,682307,377176,592.994863,0.010240,601,247,1.694915,1,14,14,39.658902,62
Protein,traditional,true,branch_uniform,1,4,1,6,360,323864,682307,377176,588.468703,0.011990,601,259,1.754386,1,14,14,26.572379,49
Protein,modified,false,branch_uniform,1,4,1,6,360,328022,682307,377176,604.669322,0.029722,601,306,2.033898,1,102,102,8.306156,29
Protein,modified,false,branch_uniform,1,4,1,6,360,326772,682307,377176,583.075492,0.009636,601,306,2.033898,1,102,102,6.337770,20
Protein,modified,false,branch_uniform,1,4,1,6,360,326228,682307,377176,588.467014,0.009019,601,301,2.000000,1,104,104,7.825291,26
Protein,modified,false,branch_uniform,1,4,1,6,360,328456,682307,377176,582.345900,0.009112,601,307,2.040816,1,98,98,6.492512,27
Protein,traditional,true,branch_uniform,1,4,1,6,420,321926,682307,377176,668.605316,0.022545,601,255,1.734104,1,16,16,26.778702,47
Protein,traditional,true,branch_uniform,1,4,1,6,420,322131,682307,377176,680.322046,0.010925,601,253,1.724138,1,14,14,25.527454,49
Protein,traditional,true,branch_uniform,1,4,1,6,420,320012,682307,377176,675.431147,0.014207,601,248,1.699717,1,12,12,35.856905,72
Protein,traditional,true,branch_uniform,1,4,1,6,420,320610,682307,377176,672.144486,0.008531,601,258,1.749271,1,14,14,28.301165,52
Protein,modified,false,branch_uniform,1,4,1,6,420,325049,682307,377176,672.967522,0.011896,601,295,1.960784,1,94,94,6.910150,20
Protein,modified,false,branch_uniform,1,4,1,6,420,325052,682307,377176,674.543471,0.009828,601,291,1.935484,1,91,91,10.342762,39
Protein,modified,false,branch_uniform,1,4,1,6,420,324366,682307,377176,668.281667,0.009150,601,295,1.960784,1,91,91,9.484193,35
Protein,modified,false,branch_uniform,1,4,1,6,420,324958,682307,377176,707.237164,0.010316,601,300,1.993355,1,83,83,5.845258,19
Protein,traditional,true,branch_uniform,1,4,1,6,480,318542,682307,377176,771.512524,0.028590,601,257,1.744186,1,10,10,26.480865,46
Protein,traditional,true,branch_uniform,1,4,1,6,480,319147,682307,377176,761.771646,0.011096,601,248,1.699717,1,11,11,28.540765,63
Protein,traditional,true,branch_uniform,1,4,1,6,480,319904,682307,377176,751.310538,0.011500,601,250,1.709402,1,11,11,20.470882,42
Protein,traditional,true,branch_uniform,1,4,1,6,480,319522,682307,377176,768.322401,0.010276,601,250,1.709402,1,12,12,31.214642,49
Protein,modified,false,branch_uniform,1,4,1,6,480,322460,682307,377176,766.894488,0.010669,601,300,1.993355,1,83,83,6.512479,21
Protein,modified,false,branch_uniform,1,4,1,6,480,323215,682307,377176,770.010845,0.009047,601,280,1.869159,1,88,88,8.860233,30
Protein,modified,false,branch_uniform,1,4,1,6,480,322893,682307,377176,763.868575,0.013342,601,296,1.967213,1,87,87,5.584027,19
Protein,modified,false,branch_uniform,1,4,1,6,480,323332,682307,377176,758.758464,0.012784,601,296,1.967213,1,85,85,11.599002,35
Protein,traditional,true,branch_uniform,1,4,1,6,540,318298,682307,377176,867.652337,0.013059,601,267,1.796407,1,12,12,20.019967,41
Protein,traditional,true,branch_uniform,1,4,1,6,540,317780,682307,377176,860.425268,0.009337,601,262,1.769912,1,11,11,20.114809,35
Protein,traditional,true,branch_uniform,1,4,1,6,540,317763,682307,377176,856.347989,0.010860,601,261,1.764706,1,12,12,24.608985,41
Protein,traditional,true,branch_uniform,1,4,1,6,540,317571,682307,377176,868.113145,0.009194,601,255,1.734104,1,14,14,31.544093,56
